Id,Price
725,162658.0202022216
15856,223867.49594600566
5480,193683.18285573102
15664,343821.2710681351
14275,143921.523999815
7633,203436.73534239025
13329,165497.2769316951
5502,220243.65052729857
4220,292241.89879633597
11538,213923.68363439263
15975,272729.18259253405
3310,217514.28479010385
9286,147826.42168159553
11260,185640.66190113977
5214,104877.35586738553
11307,184522.35163655362
13543,379793.0179007977
615,175561.27913883617
3495,226293.8948137288
2321,237969.12962991573
12046,183806.2746631155
16688,150800.9519790432
12694,230196.6668766285
783,153349.47198284755
8968,169035.23864437954
13454,179755.99266220178
12190,282876.09662484424
11160,111667.86118854402
10291,199245.0042234523
891,277417.447297484
2982,179811.9307765068
3818,258101.60790032326
2449,195062.30361807998
8317,167095.02738190957
4922,178187.76672196484
1257,244169.98636735135
9348,218078.60836243752
4176,189403.7193966712
10704,175747.8889980052
6624,113473.5456806441
5428,178803.84687635498
12749,177547.02585392934
8994,206438.02568965807
11513,144384.45151626432
3047,181122.28339386403
9519,207990.9753100637
12309,235806.42413205284
14081,278720.75417355367
8334,249380.78448612787
6343,174919.54118720698
14788,131581.59618586383
15748,404059.12489347486
153,255586.56957052127
14149,185979.64567501214
269,206019.17474841763
5452,132557.69498833345
721,155674.93017917156
5079,351745.0999079028
2831,113317.99001205325
10614,109368.16519059842
10131,259767.62770407173
9996,299628.06250596966
3061,195230.14374309126
11733,335633.3246327362
3726,268080.97101009364
10929,213136.07872058707
9011,388535.7532049931
16182,258812.37771078467
4976,182610.06465431105
9897,239415.9479249893
1872,157706.9760729438
9205,385506.98864579306
5403,385358.0466111904
14074,201960.19647985802
6268,153251.61975796643
14232,172005.60487514787
8532,251291.54034580837
7034,326086.3764671691
6553,480902.37784762273
3133,174028.00551866528
8596,202474.08844115716
12389,240127.45982432156
14462,178977.03103602026
8860,334158.31997340947
8377,294416.840802327
6367,316193.0154474528
6917,254040.03121201956
4216,193229.03141506258
5806,168844.85464085426
5438,194089.5199679644
6632,195305.26955582344
2650,158062.7753769954
5396,219179.6918268816
4044,148994.19544801352
1345,211023.78071665522
856,170098.7531791976
12791,261891.70552495832
12499,215732.94175534963
12249,129337.18131366267
14641,143911.55108872385
1919,162572.1393853479
7848,195748.19843277748
10749,183147.61329256327
15554,191606.05497665747
15834,189317.36448282897
1355,154603.90121620544
15451,176940.09522108838
12401,211868.629017259
10290,168851.50884794875
9462,118713.95333762748
3103,228529.55871327923
3420,134609.92555456277
12262,245495.5955299184
5032,133272.47837682645
8949,310148.8953141
15567,226738.39286107154
16389,166521.28025706415
7809,88435.95846502804
8990,151946.63848591
16089,238363.2309977795
12743,99734.54136670199
5132,126088.67754654848
1619,274485.9265996278
2428,88195.90262586344
16741,166112.03174416404
13193,226777.83642704182
12588,537456.9356633546
5067,171402.77000537698
14685,127978.46079395927
2292,178652.6568315227
5746,124041.44696894861
12578,159375.07709101445
14834,172972.0190761118
2147,174207.91565129053
8222,129800.6730575278
10419,264136.51479228033
11492,210543.10431742852
3006,209746.49310052683
8761,198743.82240300204
15371,331479.81191776285
16367,160152.53140852743
6317,274422.70121876244
10878,273688.460030364
3895,162405.00761973497
8041,156722.07537844562
13428,466863.01457184827
14669,165841.12854233058
1006,181388.69573673044
12271,179916.1557981468
3764,419577.7153947228
7675,194144.88745104277
11709,283685.677808975
8629,146793.72319957192
1105,400922.6040301281
6096,182583.75474537248
11727,215393.89766957876
5157,202203.36434729694
3679,150755.7636525117
1755,137282.56126941784
7391,153279.67381073628
7425,99798.10932922637
6882,412134.17679430067
10752,366105.17741128075
7472,202323.62043591964
14320,99267.55458925157
9596,162371.28250299627
5317,213478.15542012342
7378,88502.53985673959
16154,183644.01796955444
3464,200355.3833149127
4197,244875.37361190547
9477,116839.01935044728
12705,195757.50203419116
16426,202250.0859372435
1481,66840.42631960538
9946,254491.937174126
12025,219292.01074477748
5341,232101.582968081
9923,290741.9688212896
7953,281036.41813984734
11066,270703.9247559769
5037,171717.83261567657
2509,189631.14267031263
4937,331281.92375061737
12089,388924.1764297953
4964,166029.96158391293
16500,264416.30231283983
